V_DC_MAX_V,S_mrad_V,L_um
8.445846798112670513e+02,6.579778936302645320e+01,1.199999999999999858e+02
8.445883532758741694e+02,6.579750318118470886e+01,1.199999999999999858e+02
7.742885897080331006e+02,6.579048406513967961e+01,1.099999999999999858e+02
6.335470931749956662e+02,6.578651231311594927e+01,8.999999999999998579e+01
6.335603111434555785e+02,6.578513980914190995e+01,8.999999999999998579e+01
7.039608437614325567e+02,6.578467793337213720e+01,9.999999999999998579e+01
7.039608437614325567e+02,6.578467793337213720e+01,9.999999999999998579e+01
9.151610906208446750e+02,6.578381578599940838e+01,1.300000000000000000e+02
9.152356512742740051e+02,6.577845663692862388e+01,1.300000000000000000e+02
9.856394336446494435e+02,6.577838723297816159e+01,1.400000000000000000e+02
7.040388066694862346e+02,6.577739315766308437e+01,9.999999999999998579e+01
8.448595654435932829e+02,6.577638122885302607e+01,1.199999999999999858e+02
7.040535684863921233e+02,6.577601400999903092e+01,9.999999999999998579e+01
9.153132098672232360e+02,6.577288293331750424e+01,1.300000000000000000e+02
9.153293225199192875e+02,6.577172512530957249e+01,1.300000000000000000e+02
8.449348584928595756e+02,6.577051982514521455e+01,1.199999999999999858e+02
8.449532552065271602e+02,6.576908783892167776e+01,1.199999999999999858e+02
7.041660694263763389e+02,6.576550531932815602e+01,9.999999999999998579e+01
8.450207618170097703e+02,6.576383370979827703e+01,1.199999999999999858e+02
9.859025332321768929e+02,6.576083350330827670e+01,1.400000000000000000e+02
9.859247355513681441e+02,6.575935261641795648e+01,1.400000000000000000e+02
6.338217376013042212e+02,6.575800603467645544e+01,8.999999999999998579e+01
6.338439695987769937e+02,6.575569958088955502e+01,8.999999999999998579e+01
8.451712094903789421e+02,6.575212718730630002e+01,1.199999999999999858e+02
8.451780493731675961e+02,6.575159506647872831e+01,1.199999999999999858e+02
7.747507446334079759e+02,6.575123867368428421e+01,1.099999999999999858e+02
9.156263899325505236e+02,6.575038603283462635e+01,1.300000000000000000e+02
7.747782223190854438e+02,6.574890679106660230e+01,1.099999999999999858e+02
9.860863521522447854e+02,6.574857485540084667e+01,1.400000000000000000e+02
9.156666769940115955e+02,6.574749317901593315e+01,1.300000000000000000e+02
8.452347023875025798e+02,6.574718797570581330e+01,1.199999999999999858e+02
7.748156414329691870e+02,6.574573149916568582e+01,1.099999999999999858e+02
9.157302649872470965e+02,6.574292769580392815e+01,1.300000000000000000e+02
6.339800647585028628e+02,6.574158394392429727e+01,8.999999999999998579e+01
7.044437220463747735e+02,6.573958420698663474e+01,9.999999999999998579e+01
7.044437220463747735e+02,6.573958420698663474e+01,9.999999999999998579e+01
7.044620824178052771e+02,6.573787083842663037e+01,9.999999999999998579e+01
7.749347795353905894e+02,6.573562378184551847e+01,1.099999999999999858e+02
7.044873173010306573e+02,6.573551609412770347e+01,9.999999999999998579e+01
7.749832533719126104e+02,6.573151213444279506e+01,1.099999999999999858e+02
6.340783811789785887e+02,6.573139044513672502e+01,8.999999999999998579e+01
6.340783811789785887e+02,6.573139044513672502e+01,8.999999999999998579e+01
6.341089657336483469e+02,6.572822006683705354e+01,8.999999999999998579e+01
6.341089657336483469e+02,6.572822006683705354e+01,8.999999999999998579e+01
7.045925849124980687e+02,6.572569507001250599e+01,9.999999999999998579e+01
7.045925849124980687e+02,6.572569507001250599e+01,9.999999999999998579e+01
7.750582917173336455e+02,6.572514824676453316e+01,1.099999999999999858e+02
7.750582917173336455e+02,6.572514824676453316e+01,1.099999999999999858e+02
8.455355399554023279e+02,6.572379543548460390e+01,1.199999999999999858e+02
9.160079239931369557e+02,6.572299979401381620e+01,1.300000000000000000e+02
9.160379051975550055e+02,6.572084873161715279e+01,1.300000000000000000e+02
8.455768878725320974e+02,6.572058160350067624e+01,1.199999999999999858e+02
7.751128448539175224e+02,6.572052245193593478e+01,1.099999999999999858e+02
7.752475147482210787e+02,6.570910600023012194e+01,1.099999999999999858e+02
6.343086925075480167e+02,6.570752401536687159e+01,8.999999999999998579e+01
7.047944124035991535e+02,6.570687362094396633e+01,9.999999999999998579e+01
7.047971633599145207e+02,6.570661715461811525e+01,9.999999999999998579e+01
7.753087065342177766e+02,6.570391986273610030e+01,1.099999999999999858e+02
9.867613609783002175e+02,6.570359856216217054e+01,1.400000000000000000e+02
7.048388270740588268e+02,6.570273317205449359e+01,9.999999999999998579e+01
6.343954904250381333e+02,6.569853391954487165e+01,8.999999999999998579e+01
8.459158592866012896e+02,6.569424636195742551e+01,1.199999999999999858e+02
6.344412443727958362e+02,6.569379594370333564e+01,8.999999999999998579e+01
8.459452158013343706e+02,6.569196659953878736e+01,1.199999999999999858e+02
8.459723788212343152e+02,6.568985732003902456e+01,1.199999999999999858e+02
7.754987548366689225e+02,6.568781807229939318e+01,1.099999999999999858e+02
7.755070215337572108e+02,6.568711785775677470e+01,1.099999999999999858e+02
7.755070215337572108e+02,6.568711785775677470e+01,1.099999999999999858e+02
9.870257732193314268e+02,6.568599736449236559e+01,1.400000000000000000e+02
8.460268195300169509e+02,6.568563026445428932e+01,1.199999999999999858e+02
9.165487345443835920e+02,6.568421986839878457e+01,1.300000000000000000e+02
8.460497070747489943e+02,6.568385332063130022e+01,1.199999999999999858e+02
7.755496251346260124e+02,6.568350943908085071e+01,1.099999999999999858e+02
6.345492991842494348e+02,6.568260921519619444e+01,8.999999999999998579e+01
7.755640794043686128e+02,6.568228528857120807e+01,1.099999999999999858e+02
7.050786821112774305e+02,6.568038228851457916e+01,9.999999999999998579e+01
7.755905765345576128e+02,6.568004133136354028e+01,1.099999999999999858e+02
7.755905765345576128e+02,6.568004133136354028e+01,1.099999999999999858e+02
7.755909826421770958e+02,6.568000694060110334e+01,1.099999999999999858e+02
7.756008340180057985e+02,6.567917269906290301e+01,1.099999999999999858e+02
7.051210696818296810e+02,6.567643398522616849e+01,9.999999999999998579e+01
9.166792602298296515e+02,6.567486711199502736e+01,1.300000000000000000e+02
6.346366275358718667e+02,6.567357104477844132e+01,8.999999999999998579e+01
6.346366275358718667e+02,6.567357104477844132e+01,8.999999999999998579e+01
8.461917101599185571e+02,6.567283062954916772e+01,1.199999999999999858e+02
8.462485989407920215e+02,6.566841579533178219e+01,1.199999999999999858e+02
9.873423065876197597e+02,6.566493900422922536e+01,1.400000000000000000e+02
6.347439476253100565e+02,6.566246720748370080e+01,8.999999999999998579e+01
8.463386843648834201e+02,6.566142596112518959e+01,1.199999999999999858e+02
8.463386843648834201e+02,6.566142596112518959e+01,1.199999999999999858e+02
9.874283987170425689e+02,6.565921379475111053e+01,1.400000000000000000e+02
8.464161528066274514e+02,6.565541628333839697e+01,1.199999999999999858e+02
8.464551510636497369e+02,6.565239137788900337e+01,1.199999999999999858e+02
7.054044729065153660e+02,6.565004782821672791e+01,9.999999999999998579e+01
8.464919284707948464e+02,6.564953898834275492e+01,1.199999999999999858e+02
9.170495595961871231e+02,6.564834797633577068e+01,1.300000000000000000e+02
7.054244843451330098e+02,6.564818547167607221e+01,9.999999999999998579e+01
7.054640321676498615e+02,6.564450528010115704e+01,9.999999999999998579e+01
6.349527651615499053e+02,6.564087272773967641e+01,8.999999999999998579e+01
6.349719615010864118e+02,6.563888828660408592e+01,8.999999999999998579e+01
9.172068228112559609e+02,6.563709198694499491e+01,1.300000000000000000e+02
7.761034710651338173e+02,6.563663612159086824e+01,1.099999999999999858e+02
7.761389206887486125e+02,6.563363821234572981e+01,1.099999999999999858e+02
7.761389206887486125e+02,6.563363821234572981e+01,1.099999999999999858e+02
9.173022389623462232e+02,6.563026453311337605e+01,1.300000000000000000e+02
7.761805609219138660e+02,6.563011712442336432e+01,1.099999999999999858e+02
7.762107675411015180e+02,6.562756309652510822e+01,1.099999999999999858e+02
9.879055013832138457e+02,6.562750409588180389e+01,1.400000000000000000e+02
7.762116158767059915e+02,6.562749137098369090e+01,1.099999999999999858e+02
7.762163044636388349e+02,6.562709496060593040e+01,1.099999999999999858e+02
8.467843032180287537e+02,6.562687174321929717e+01,1.199999999999999858e+02
6.351093107083703444e+02,6.562469317228099897e+01,8.999999999999998579e+01
9.173863364130202172e+02,6.562424816060463684e+01,1.300000000000000000e+02
8.468253472743411976e+02,6.562369093028294742e+01,1.199999999999999858e+02
8.468477562222864208e+02,6.562195442231769960e+01,1.199999999999999858e+02
7.057395451012961303e+02,6.561887838934093509e+01,9.999999999999998579e+01
9.174632940442326117e+02,6.561874354072357107e+01,1.300000000000000000e+02
7.763328490042604244e+02,6.561724289825365020e+01,1.099999999999999858e+02
7.057721985486449512e+02,6.561584244857282044e+01,9.999999999999998579e+01
7.058319542636720598e+02,6.561028741304498624e+01,9.999999999999998579e+01
7.058356308173456455e+02,6.560994566245506121e+01,9.999999999999998579e+01
8.470037822968052978e+02,6.560986624022835656e+01,1.199999999999999858e+02
8.470096057852452986e+02,6.560941514936115482e+01,1.199999999999999858e+02
9.176016056748781011e+02,6.560885271733803847e+01,1.300000000000000000e+02
7.764336465224434960e+02,6.560872439153541791e+01,1.099999999999999858e+02
7.058650864776063827e+02,6.560720776776926755e+01,9.999999999999998579e+01
7.058650864776063827e+02,6.560720776776926755e+01,9.999999999999998579e+01
7.058739149675951694e+02,6.560638720680975666e+01,9.999999999999998579e+01
7.765443609305119708e+02,6.559937034629267316e+01,1.099999999999999858e+02
6.353626799479233114e+02,6.559852342840127903e+01,8.999999999999998579e+01
8.472142132877978611e+02,6.559357006748327024e+01,1.199999999999999858e+02
7.060281478790511756e+02,6.559205539278870845e+01,9.999999999999998579e+01
6.354437127892308581e+02,6.559015819536492131e+01,8.999999999999998579e+01
7.766642018855452534e+02,6.558924822250637021e+01,1.099999999999999858e+02
8.473054504218897591e+02,6.558650700734973782e+01,1.199999999999999858e+02
9.179206978554093439e+02,6.558604544005945058e+01,1.300000000000000000e+02
7.061151737207021597e+02,6.558397143702821097e+01,9.999999999999998579e+01
9.179949933104827551e+02,6.558073740991991940e+01,1.300000000000000000e+02
8.473853108841826725e+02,6.558032591274906054e+01,1.199999999999999858e+02
9.180271642899675726e+02,6.557843922459395003e+01,1.300000000000000000e+02
7.768085830418823434e+02,6.557705750820638002e+01,1.099999999999999858e+02
7.768328876919557615e+02,6.557500580897885811e+01,1.099999999999999858e+02
9.181148818032111194e+02,6.557217380212320279e+01,1.300000000000000000e+02
8.474976965985998731e+02,6.557162937963872196e+01,1.199999999999999858e+02
7.062628332696673397e+02,6.557025968669172755e+01,9.999999999999998579e+01
9.887964380557983759e+02,6.556837165175187465e+01,1.400000000000000000e+02
6.356609294927555993e+02,6.556774486573296201e+01,8.999999999999998579e+01
6.356609294927555993e+02,6.556774486573296201e+01,8.999999999999998579e+01
7.769209388635716778e+02,6.556757396385617653e+01,1.099999999999999858e+02
7.769256483132343192e+02,6.556717651631439026e+01,1.099999999999999858e+02
9.181921495575185190e+02,6.556665576908710591e+01,1.300000000000000000e+02
7.063549695216190685e+02,6.556170676609553993e+01,9.999999999999998579e+01
7.063626663915589461e+02,6.556099237396523449e+01,9.999999999999998579e+01
6.357308207639836155e+02,6.556053644844291739e+01,8.999999999999998579e+01
9.889281185297045340e+02,6.555964091178141473e+01,1.400000000000000000e+02
7.063872023772797775e+02,6.555871514758385388e+01,9.999999999999998579e+01
6.357601982696155574e+02,6.555750699640425694e+01,8.999999999999998579e+01
9.183844161079132391e+02,6.555292919173612631e+01,1.300000000000000000e+02
7.064852502942599131e+02,6.554961673334598515e+01,9.999999999999998579e+01
9.891000958222753070e+02,6.554824189403431944e+01,1.400000000000000000e+02
7.065007455043944447e+02,6.554817907727557724e+01,9.999999999999998579e+01
8.478112213116825160e+02,6.554738067217786579e+01,1.199999999999999858e+02
7.065277681848651810e+02,6.554567204559415927e+01,9.999999999999998579e+01
7.771896086952544920e+02,6.554490764296919281e+01,1.099999999999999858e+02
7.771921464804249808e+02,6.554469361752468615e+01,1.099999999999999858e+02
7.065793184468165009e+02,6.554088999710290864e+01,9.999999999999998579e+01
7.772717062306949174e+02,6.553798461292059585e+01,1.099999999999999858e+02
8.479604938745173968e+02,6.553584189699820683e+01,1.199999999999999858e+02
8.479784967021256534e+02,6.553445055220771565e+01,1.199999999999999858e+02
7.066522712638462735e+02,6.553412373772702892e+01,9.999999999999998579e+01
7.774243121689122518e+02,6.552511971343884056e+01,1.099999999999999858e+02
6.360764827978094900e+02,6.552490899014135550e+01,8.999999999999998579e+01
7.774416113550139471e+02,6.552366168595008844e+01,1.099999999999999858e+02
9.895088582069356562e+02,6.552116416204167137e+01,1.400000000000000000e+02
7.774971938263583979e+02,6.551897746705262193e+01,1.099999999999999858e+02
6.361398452188591364e+02,6.551838241127056506e+01,8.999999999999998579e+01
6.361454994839157280e+02,6.551780006289187952e+01,8.999999999999998579e+01
9.188864303030585461e+02,6.551711573329083649e+01,1.300000000000000000e+02
7.068451000599706049e+02,6.551624589407452959e+01,9.999999999999998579e+01
9.189100672697552454e+02,6.551543044771412383e+01,1.300000000000000000e+02
6.361870396010854165e+02,6.551352204884584296e+01,8.999999999999998579e+01
8.482518146501585079e+02,6.551333448591580577e+01,1.199999999999999858e+02
7.775891500227417055e+02,6.551122931887101686e+01,1.099999999999999858e+02
9.189847042975532077e+02,6.551010949190207100e+01,1.300000000000000000e+02
7.776424376666743683e+02,6.550674018750106598e+01,1.099999999999999858e+02
7.069607660270813767e+02,6.550552677031693349e+01,9.999999999999998579e+01
7.777222564611220150e+02,6.550001713311175422e+01,1.099999999999999858e+02
8.484282282764540923e+02,6.549971230253930798e+01,1.199999999999999858e+02
8.484542055589461143e+02,6.549770688548970554e+01,1.199999999999999858e+02
9.191690689821848537e+02,6.549696963430217522e+01,1.300000000000000000e+02
6.363600244493185301e+02,6.549571318871412018e+01,8.999999999999998579e+01
6.363742229124582082e+02,6.549425188114376795e+01,8.999999999999998579e+01
7.778038219007424914e+02,6.549314838608046330e+01,1.099999999999999858e+02
7.071219959182553794e+02,6.549059094734234066e+01,9.999999999999998579e+01
7.778390013498053577e+02,6.549018631697153126e+01,1.099999999999999858e+02
7.778885649009391727e+02,6.548601357765545572e+01,1.099999999999999858e+02
7.071974791472754305e+02,6.548360076225132786e+01,9.999999999999998579e+01
6.364804487506337409e+02,6.548332117334997804e+01,8.999999999999998579e+01
7.072064574461176107e+02,6.548276941897000825e+01,9.999999999999998579e+01
8.487046136523714495e+02,6.547838195707399223e+01,1.199999999999999858e+02
9.194362069584856272e+02,6.547793978993719577e+01,1.300000000000000000e+02
7.072835520207587479e+02,6.547563173530657821e+01,9.999999999999998579e+01
8.487933622891333698e+02,6.547153562981196728e+01,1.199999999999999858e+02
7.074102949417469972e+02,6.546390081637731839e+01,9.999999999999998579e+01
9.196484884286746819e+02,6.546282558761051007e+01,1.300000000000000000e+02
9.197152825592808085e+02,6.545807136355325895e+01,1.300000000000000000e+02
9.197173122723100960e+02,6.545792690492609722e+01,1.300000000000000000e+02
7.782454560758551452e+02,6.545598271766928633e+01,1.099999999999999858e+02
7.782689239741862366e+02,6.545400895988420586e+01,1.099999999999999858e+02
8.490221083201064403e+02,6.545389609631776295e+01,1.199999999999999858e+02
8.490398069582165590e+02,6.545253167875992517e+01,1.199999999999999858e+02
9.198217313294762789e+02,6.545049605742742926e+01,1.300000000000000000e+02
8.491334981777365556e+02,6.544530981373304712e+01,1.199999999999999858e+02
8.491352614417351106e+02,6.544517391387832106e+01,1.199999999999999858e+02
8.491532467249106730e+02,6.544378776833879385e+01,1.199999999999999858e+02
7.076548123459518820e+02,6.544128094180359767e+01,9.999999999999998579e+01
7.076548123459518820e+02,6.544128094180359767e+01,9.999999999999998579e+01
9.199620054486058507e+02,6.544051628584266211e+01,1.300000000000000000e+02
9.907476521520862889e+02,6.543923893994616492e+01,1.400000000000000000e+02
6.369107988753977452e+02,6.543907517298906384e+01,8.999999999999998579e+01
7.784508784301947344e+02,6.543870979467818927e+01,1.099999999999999858e+02
7.785230272360439585e+02,6.543264533081156742e+01,1.099999999999999858e+02
8.493022406590522451e+02,6.543230689976465442e+01,1.199999999999999858e+02
8.493102568845320093e+02,6.543168931611778305e+01,1.199999999999999858e+02
7.077605304236927850e+02,6.543150598808877305e+01,9.999999999999998579e+01
9.908715882710527012e+02,6.543105393858137120e+01,1.400000000000000000e+02
7.077672130143080267e+02,6.543088819743697115e+01,9.999999999999998579e+01
7.077672130143080267e+02,6.543088819743697115e+01,9.999999999999998579e+01
9.909246549923387875e+02,6.542754992696421823e+01,1.400000000000000000e+02
7.078065251164758820e+02,6.542725411711914774e+01,9.999999999999998579e+01
7.078065251164758820e+02,6.542725411711914774e+01,9.999999999999998579e+01
8.493737967603374273e+02,6.542679450840329025e+01,1.199999999999999858e+02
6.370410483798068526e+02,6.542569549026383413e+01,8.999999999999998579e+01
6.370410483798068526e+02,6.542569549026383413e+01,8.999999999999998579e+01
9.201960255598053209e+02,6.542387374830414615e+01,1.300000000000000000e+02
7.078947212087285834e+02,6.541910258276372758e+01,9.999999999999998579e+01
9.910952060746915322e+02,6.541629092844688387e+01,1.400000000000000000e+02
8.495155960467317300e+02,6.541587361087587738e+01,1.199999999999999858e+02
6.371497227484672976e+02,6.541453626677567001e+01,8.999999999999998579e+01
9.204013627539978870e+02,6.540927799126562547e+01,1.300000000000000000e+02
7.080042231734969391e+02,6.540898467663869553e+01,9.999999999999998579e+01
7.788081162055741515e+02,6.540869318516384112e+01,1.099999999999999858e+02
6.372172065632297517e+02,6.540760860945140109e+01,8.999999999999998579e+01
7.080337724237165276e+02,6.540625488248184638e+01,9.999999999999998579e+01
7.080366192102984542e+02,6.540599190505423621e+01,9.999999999999998579e+01
6.372394764175573982e+02,6.540532278446792702e+01,8.999999999999998579e+01
6.372572108558421178e+02,6.540350259845723713e+01,8.999999999999998579e+01
7.788787243315114210e+02,6.540276365454305108e+01,1.099999999999999858e+02
7.080739847957598840e+02,6.540254038270954595e+01,9.999999999999998579e+01
7.080739847957598840e+02,6.540254038270954595e+01,9.999999999999998579e+01
9.205150188624312477e+02,6.540120189925235650e+01,1.300000000000000000e+02
7.789116108645913528e+02,6.540000227556184598e+01,1.099999999999999858e+02
9.205747182493457785e+02,6.539696062303713120e+01,1.300000000000000000e+02
8.497665485773893579e+02,6.539655503560916827e+01,1.199999999999999858e+02
9.205962096885419896e+02,6.539543392241849062e+01,1.300000000000000000e+02
6.373421448584964537e+02,6.539478674417375714e+01,8.999999999999998579e+01
7.790049725319754543e+02,6.539216425979216751e+01,1.099999999999999858e+02
8.498682396993302746e+02,6.538873000021898463e+01,1.199999999999999858e+02
7.790614319099740896e+02,6.538742522283196479e+01,1.099999999999999858e+02
7.790614319099740896e+02,6.538742522283196479e+01,1.099999999999999858e+02
7.790655568090455745e+02,6.538707901765420161e+01,1.099999999999999858e+02
7.082421295574139322e+02,6.538701307346701697e+01,9.999999999999998579e+01
7.082421295574139322e+02,6.538701307346701697e+01,9.999999999999998579e+01
8.499312178263106716e+02,6.538388483198104950e+01,1.199999999999999858e+02
7.791112896138539554e+02,6.538324088238191223e+01,1.099999999999999858e+02
9.916287177702484996e+02,6.538109594501723620e+01,1.400000000000000000e+02
9.208092157689160331e+02,6.538030633158248861e+01,1.300000000000000000e+02
7.083159330425656890e+02,6.538020002688234911e+01,9.999999999999998579e+01
9.208158979051846700e+02,6.537983188265388890e+01,1.300000000000000000e+02
8.500446025649137027e+02,6.537516348410335354e+01,1.199999999999999858e+02
8.501256227021412997e+02,6.536893298760340087e+01,1.199999999999999858e+02
9.210797522883486863e+02,6.536110304275712224e+01,1.300000000000000000e+02
8.502293775546587540e+02,6.536095591202780497e+01,1.199999999999999858e+02
7.793935589111761146e+02,6.535956134173200383e+01,1.099999999999999858e+02
7.794330048404891613e+02,6.535625359286761693e+01,1.099999999999999858e+02
7.794800052227965352e+02,6.535231280043618085e+01,1.099999999999999858e+02
7.086280732557753481e+02,6.535140101320185124e+01,9.999999999999998579e+01
8.503764011188519589e+02,6.534965550354444019e+01,1.199999999999999858e+02
7.795276977410969721e+02,6.534831446095030572e+01,1.099999999999999858e+02
7.086866083618953098e+02,6.534600320950657704e+01,9.999999999999998579e+01
7.086866083618953098e+02,6.534600320950657704e+01,9.999999999999998579e+01
7.087507710583643075e+02,6.534008748293442181e+01,9.999999999999998579e+01
6.379141777372631168e+02,6.533614567704731257e+01,8.999999999999998579e+01
9.214323065242593884e+02,6.533609487495319001e+01,1.300000000000000000e+02
8.505584184146857751e+02,6.533567084673438785e+01,1.199999999999999858e+02
6.379268094156391271e+02,6.533485194684763542e+01,8.999999999999998579e+01
7.088195831083788789e+02,6.533374428154017721e+01,9.999999999999998579e+01
7.088224156290700648e+02,6.533348320178532731e+01,9.999999999999998579e+01
9.924129814150493303e+02,6.532942792216066152e+01,1.400000000000000000e+02
7.798472890467082834e+02,6.532153389322709813e+01,1.099999999999999858e+02
7.798476119913206048e+02,6.532150684276606967e+01,1.099999999999999858e+02
7.798540541603128986e+02,6.532096723899833535e+01,1.099999999999999858e+02
6.380635047975171119e+02,6.532085495051472890e+01,8.999999999999998579e+01
6.380635047975171119e+02,6.532085495051472890e+01,8.999999999999998579e+01
9.925637769399897934e+02,6.531950273084655123e+01,1.400000000000000000e+02
8.507787865053890073e+02,6.531874764969693103e+01,1.199999999999999858e+02
7.090044606037497488e+02,6.531670808546931539e+01,9.999999999999998579e+01
7.799184485192296279e+02,6.531557398048884977e+01,1.099999999999999858e+02
9.926398727895575576e+02,6.531449533270560437e+01,1.400000000000000000e+02
7.799734069808691856e+02,6.531097171657197009e+01,1.099999999999999858e+02
8.509377975602963033e+02,6.530654181867288344e+01,1.199999999999999858e+02
9.218549513953641963e+02,6.530614009155139854e+01,1.300000000000000000e+02
8.509612293380401979e+02,6.530474356004445724e+01,1.199999999999999858e+02
6.382343287007995514e+02,6.530337177402826399e+01,8.999999999999998579e+01
8.510265877482355563e+02,6.529972818886952268e+01,1.199999999999999858e+02
7.801222805023473938e+02,6.529850819054070143e+01,1.099999999999999858e+02
8.510463472063427162e+02,6.529821207021417706e+01,1.199999999999999858e+02
8.510463472063427162e+02,6.529821207021417706e+01,1.199999999999999858e+02
9.928955525911270570e+02,6.529767624517650404e+01,1.400000000000000000e+02
8.510840068397568530e+02,6.529532268830898545e+01,1.199999999999999858e+02
9.220190964073117357e+02,6.529451378447453180e+01,1.300000000000000000e+02
7.092473769401337904e+02,6.529433719493286503e+01,9.999999999999998579e+01
7.092545308336692642e+02,6.529367860381155708e+01,9.999999999999998579e+01
9.220314324092829565e+02,6.529364019901697702e+01,1.300000000000000000e+02
6.383362718285544588e+02,6.529294274114171515e+01,8.999999999999998579e+01
7.802094079346449007e+02,6.529121618496675694e+01,1.099999999999999858e+02
8.511710328141404034e+02,6.528864672206886155e+01,1.199999999999999858e+02
9.221421802885756733e+02,6.528579853171456193e+01,1.300000000000000000e+02
8.512247013692649489e+02,6.528453036204079751e+01,1.199999999999999858e+02
9.221619583318673676e+02,6.528439831634238999e+01,1.300000000000000000e+02
7.093642264247362164e+02,6.528358163472208275e+01,9.999999999999998579e+01
7.093687354504723999e+02,6.528316666668779078e+01,9.999999999999998579e+01
8.512529100641908144e+02,6.528236697278411782e+01,1.199999999999999858e+02
6.384487837112935722e+02,6.528143636489852497e+01,8.999999999999998579e+01
6.384703484146431265e+02,6.527923144682685574e+01,8.999999999999998579e+01
9.932146720068957393e+02,6.527669613193239684e+01,1.400000000000000000e+02
9.932146720068957393e+02,6.527669613193239684e+01,1.400000000000000000e+02
7.804231943439067436e+02,6.527333053681370245e+01,1.099999999999999858e+02
7.804236010989209262e+02,6.527329651650160258e+01,1.099999999999999858e+02
7.804236010989209262e+02,6.527329651650160258e+01,1.099999999999999858e+02
6.385415131607486501e+02,6.527195614861034301e+01,8.999999999999998579e+01
7.094927941132149272e+02,6.527175155095515890e+01,9.999999999999998579e+01
7.094927941132149272e+02,6.527175155095515890e+01,9.999999999999998579e+01
9.223729366187668575e+02,6.526946553810137175e+01,1.300000000000000000e+02
7.095211285552802565e+02,6.526914494970201019e+01,9.999999999999998579e+01
7.804778016797704367e+02,6.526876358734263306e+01,1.099999999999999858e+02
8.514370413173407997e+02,6.526824904808036365e+01,1.199999999999999858e+02
7.095623145296762004e+02,6.526535645462878676e+01,9.999999999999998579e+01
6.386343215302351837e+02,6.526247062047768566e+01,8.999999999999998579e+01
6.386343215302351837e+02,6.526247062047768566e+01,8.999999999999998579e+01
7.805651072871412453e+02,6.526146332629569713e+01,1.099999999999999858e+02
7.805692398773318246e+02,6.526111781065225159e+01,1.099999999999999858e+02
9.934671655632437250e+02,6.526010580491977464e+01,1.400000000000000000e+02
8.515497973770814042e+02,6.525960669902279676e+01,1.199999999999999858e+02
6.386954294948330926e+02,6.525622655396321647e+01,8.999999999999998579e+01
7.096697146936650142e+02,6.525547931059843165e+01,9.999999999999998579e+01
9.225932613249401584e+02,6.525387852221950880e+01,1.300000000000000000e+02
9.935758828311420530e+02,6.525296503134781290e+01,1.400000000000000000e+02
7.806879484944183787e+02,6.525119443850365997e+01,1.099999999999999858e+02
7.097194674142309623e+02,6.525090477407152889e+01,9.999999999999998579e+01
9.227203028453398019e+02,6.524489426998850661e+01,1.300000000000000000e+02
9.227349269622311567e+02,6.524386022550564235e+01,1.300000000000000000e+02
8.517598930957991570e+02,6.524350971666449084e+01,1.199999999999999858e+02
7.807844028822602240e+02,6.524313361660163935e+01,1.099999999999999858e+02
7.807931928676239295e+02,6.524239912481198189e+01,1.099999999999999858e+02
8.518234429640882581e+02,6.523864225676602757e+01,1.199999999999999858e+02
7.098631299931821559e+02,6.523769925196076258e+01,9.999999999999998579e+01
8.518864189067335246e+02,6.523381947182446083e+01,1.199999999999999858e+02
9.228883228947665884e+02,6.523301585513792133e+01,1.300000000000000000e+02
8.519014530742209672e+02,6.523266823987827934e+01,1.199999999999999858e+02
7.099443641703862795e+02,6.523023453910595038e+01,9.999999999999998579e+01
7.099708549891430494e+02,6.522780063311039100e+01,9.999999999999998579e+01
7.809743455666897489e+02,6.522726567419087473e+01,1.099999999999999858e+02
8.519934039913233619e+02,6.522562804022227567e+01,1.199999999999999858e+02
9.230572789262458855e+02,6.522107563026571597e+01,1.300000000000000000e+02
7.100476263036221098e+02,6.522074811464588606e+01,9.999999999999998579e+01
9.230726778186418642e+02,6.521998759857578420e+01,1.300000000000000000e+02
7.810707385574274895e+02,6.521921588957394533e+01,1.099999999999999858e+02
7.810944558485547304e+02,6.521723556169071401e+01,1.099999999999999858e+02
9.231412957967469310e+02,6.521513973433070532e+01,1.300000000000000000e+02
7.101213561475909728e+02,6.521397643324186788e+01,9.999999999999998579e+01
7.811385146718647547e+02,6.521355709160582137e+01,1.099999999999999858e+02
8.521833207352351565e+02,6.521109192035747526e+01,1.199999999999999858e+02
7.101570210023048730e+02,6.521070131671687875e+01,9.999999999999998579e+01
8.521959325047614584e+02,6.521012685207858794e+01,1.199999999999999858e+02
6.391520426568378070e+02,6.520960720526578314e+01,8.999999999999998579e+01
7.101725613754748565e+02,6.520927434151641933e+01,9.999999999999998579e+01
7.812082863197778124e+02,6.520773270722047243e+01,1.099999999999999858e+02
8.522447260680504542e+02,6.520639337699293492e+01,1.199999999999999858e+02
9.943502812774311224e+02,6.520214612407991694e+01,1.400000000000000000e+02
6.392463052149149689e+02,6.519999146820758540e+01,8.999999999999998579e+01
7.103123925247364241e+02,6.519643733082979509e+01,9.999999999999998579e+01
7.813638152134483335e+02,6.519475323936022448e+01,1.099999999999999858e+02
9.234397400258142170e+02,6.519406301296176309e+01,1.300000000000000000e+02
9.234731910639853822e+02,6.519170148356224104e+01,1.300000000000000000e+02
9.234798250585240567e+02,6.519123316646435740e+01,1.300000000000000000e+02
6.393334734995385134e+02,6.519110194239776490e+01,8.999999999999998579e+01
7.814457627223633835e+02,6.518791649153055801e+01,1.099999999999999858e+02
