V_DC_MAX_V,S_mrad_V,L_um
8.724458195911302028e+02,6.900461581457271620e+01,1.300000000000000000e+02
9.395815615154853049e+02,6.900281465059646280e+01,1.400000000000000000e+02
6.711428912238295652e+02,6.900145705202169211e+01,9.999999999999998579e+01
8.724887909924734686e+02,6.900121723218252612e+01,1.300000000000000000e+02
8.727676799397698915e+02,6.897916820667623483e+01,1.300000000000000000e+02
9.399084772022370089e+02,6.897881433238840998e+01,1.400000000000000000e+02
6.713909182404779585e+02,6.897596635044673974e+01,9.999999999999998579e+01
7.385542990857767336e+02,6.897369792046866621e+01,1.099999999999999858e+02
8.729228597859398633e+02,6.896690575233535014e+01,1.300000000000000000e+02
6.715670548800137567e+02,6.895787553608440135e+01,9.999999999999998579e+01
6.044352765591187335e+02,6.895503168405680583e+01,8.999999999999998579e+01
7.387829097180068629e+02,6.895235454546440224e+01,1.099999999999999858e+02
8.731640655152631325e+02,6.894785410619213906e+01,1.300000000000000000e+02
8.060003495996022593e+02,6.894761880570817425e+01,1.199999999999999858e+02
6.045144248868632531e+02,6.894600348684153346e+01,8.999999999999998579e+01
6.716873988827942412e+02,6.894552058230819114e+01,9.999999999999998579e+01
7.388714059354697383e+02,6.894409597365688569e+01,1.099999999999999858e+02
7.388817369185411508e+02,6.894313200303372469e+01,1.099999999999999858e+02
8.733573134550146051e+02,6.893259800132986470e+01,1.300000000000000000e+02
7.390091086723996341e+02,6.893124932454347231e+01,1.099999999999999858e+02
6.718277503106212407e+02,6.893111718463441662e+01,9.999999999999998579e+01
7.390878762026594586e+02,6.892390304754201225e+01,1.099999999999999858e+02
8.063277233987439558e+02,6.891962566686996183e+01,1.199999999999999858e+02
8.735721459546298320e+02,6.891564580979975574e+01,1.300000000000000000e+02
6.720407774836152157e+02,6.890926702089861067e+01,9.999999999999998579e+01
7.392824032877256286e+02,6.890576712831601469e+01,1.099999999999999858e+02
6.721179062105700268e+02,6.890135935471147377e+01,9.999999999999998579e+01
9.411357557743199322e+02,6.888886320659341322e+01,1.400000000000000000e+02
6.722430353870857971e+02,6.888853427523420692e+01,9.999999999999998579e+01
6.050481040713457332e+02,6.888519006280699841e+01,8.999999999999998579e+01
9.412100531803522472e+02,6.888342524529723221e+01,1.400000000000000000e+02
6.724020239978509608e+02,6.887224566816408355e+01,9.999999999999998579e+01
6.724135128294329888e+02,6.887106891960672783e+01,9.999999999999998579e+01
6.051810838727366217e+02,6.887005353733150059e+01,8.999999999999998579e+01
7.397501258714481764e+02,6.886220000705776556e+01,1.099999999999999858e+02
8.742551353254647211e+02,6.886180723148268612e+01,1.300000000000000000e+02
6.052827701249220809e+02,6.885848351092784014e+01,8.999999999999998579e+01
7.399326141937278862e+02,6.884521663977982087e+01,1.099999999999999858e+02
7.400059681817775754e+02,6.883839227428035201e+01,1.099999999999999858e+02
6.054724964125863380e+02,6.883690653670007009e+01,8.999999999999998579e+01
8.746671205414456836e+02,6.882937198170726845e+01,1.300000000000000000e+02
6.055472992413903057e+02,6.882840316241120604e+01,8.999999999999998579e+01
8.747997135045470714e+02,6.881893954758712084e+01,1.300000000000000000e+02
8.748340279244499698e+02,6.881624019900952760e+01,1.300000000000000000e+02
8.748447879422811866e+02,6.881539380433264341e+01,1.300000000000000000e+02
7.404134114009639234e+02,6.880051109098468487e+01,1.099999999999999858e+02
6.731075200569631534e+02,6.880005943275106972e+01,9.999999999999998579e+01
8.077395899497622622e+02,6.879915947281624256e+01,1.199999999999999858e+02
8.078007098737524529e+02,6.879395398172646026e+01,1.199999999999999858e+02
6.058823896880467146e+02,6.879033679713820959e+01,8.999999999999998579e+01
8.078923851783906684e+02,6.878614761196205052e+01,1.199999999999999858e+02
8.079926473031908927e+02,6.877761208216557520e+01,1.199999999999999858e+02
1.010020863262314492e+03,6.877556553877370504e+01,1.500000000000000000e+02
7.407370039131744761e+02,6.877045544355827644e+01,1.099999999999999858e+02
6.734578171663565627e+02,6.876427328352083634e+01,9.999999999999998579e+01
8.755070999387761503e+02,6.876333567611948183e+01,1.300000000000000000e+02
8.083120822136955894e+02,6.875043202282510890e+01,1.199999999999999858e+02
6.736431757904017559e+02,6.874535221144978436e+01,9.999999999999998579e+01
9.431284862478648847e+02,6.874330834423761871e+01,1.400000000000000000e+02
7.410855672878992664e+02,6.873810983720882462e+01,1.099999999999999858e+02
7.411053870159779535e+02,6.873627154177947318e+01,1.099999999999999858e+02
8.758584912548906232e+02,6.873574807005651621e+01,1.300000000000000000e+02
8.758591397857031779e+02,6.873569717460024719e+01,1.300000000000000000e+02
6.737559362937984133e+02,6.873384691687057568e+01,9.999999999999998579e+01
8.759473314402936239e+02,6.872877676438187677e+01,1.300000000000000000e+02
6.064421727589402735e+02,6.872683912545599583e+01,8.999999999999998579e+01
9.434727103595135986e+02,6.871822748711608142e+01,1.400000000000000000e+02
7.413062468223583892e+02,6.871764718207337808e+01,1.099999999999999858e+02
8.087471278406767397e+02,6.871344941877623569e+01,1.199999999999999858e+02
7.413640898698897672e+02,6.871228566242803026e+01,1.099999999999999858e+02
6.740144445935922022e+02,6.870748506357901420e+01,9.999999999999998579e+01
8.763410515614277756e+02,6.869789848672404275e+01,1.300000000000000000e+02
6.067048313065716911e+02,6.869708546137337635e+01,8.999999999999998579e+01
8.763852459769626648e+02,6.869443418436839011e+01,1.300000000000000000e+02
8.090497724471194942e+02,6.868774549354827741e+01,1.199999999999999858e+02
8.090695944676065210e+02,6.868606265945379619e+01,1.199999999999999858e+02
8.091003059688669055e+02,6.868345550174494463e+01,1.199999999999999858e+02
7.417012918401932211e+02,6.868104678181082079e+01,1.099999999999999858e+02
7.417352995540657048e+02,6.867789783448577623e+01,1.099999999999999858e+02
7.417607808902325814e+02,6.867553857709843612e+01,1.099999999999999858e+02
8.091960499143256129e+02,6.867532888642325872e+01,1.199999999999999858e+02
8.766668498254441602e+02,6.867236808589618136e+01,1.300000000000000000e+02
8.092529279239332709e+02,6.867050206914349531e+01,1.199999999999999858e+02
7.419000861175405817e+02,6.866264349635778785e+01,1.099999999999999858e+02
7.420412765365083487e+02,6.864957884926977272e+01,1.099999999999999858e+02
8.769645407017230809e+02,6.864905683842512474e+01,1.300000000000000000e+02
6.746013903969771945e+02,6.864770521344341603e+01,9.999999999999998579e+01
8.095267435291100355e+02,6.864727484999087892e+01,1.199999999999999858e+02
8.769949912419818929e+02,6.864667324343328403e+01,1.300000000000000000e+02
7.420908679643715686e+02,6.864499122963407274e+01,1.099999999999999858e+02
8.095917103721961894e+02,6.864176615137608906e+01,1.199999999999999858e+02
6.746966607416015904e+02,6.863801183430889807e+01,9.999999999999998579e+01
7.422144126676189444e+02,6.863356498281625306e+01,1.099999999999999858e+02
9.446806582686278944e+02,6.863035859884728040e+01,1.400000000000000000e+02
6.747950302201122668e+02,6.862800600271890517e+01,9.999999999999998579e+01
8.772707385102480657e+02,6.862509594489647213e+01,1.300000000000000000e+02
9.447725845425599118e+02,6.862368087211406475e+01,1.400000000000000000e+02
7.424089537099026757e+02,6.861558022495378850e+01,1.099999999999999858e+02
6.750305152125430368e+02,6.860406506210971145e+01,9.999999999999998579e+01
7.425438195674247481e+02,6.860311779671378929e+01,1.099999999999999858e+02
6.075566345236395591e+02,6.860077115078229326e+01,8.999999999999998579e+01
6.075657934551886683e+02,6.859973700802120788e+01,8.999999999999998579e+01
6.077227326102326970e+02,6.858202171750370724e+01,8.999999999999998579e+01
6.752653820796220998e+02,6.858020359629549034e+01,9.999999999999998579e+01
8.778796526193536920e+02,6.857749626647256491e+01,1.300000000000000000e+02
8.103533074244143108e+02,6.857725433130826787e+01,1.199999999999999858e+02
8.103559933660224033e+02,6.857702703058822635e+01,1.199999999999999858e+02
6.753811750638823241e+02,6.856844563393470082e+01,9.999999999999998579e+01
6.754050153808987034e+02,6.856602531805903311e+01,9.999999999999998579e+01
8.780303152181724045e+02,6.856572894633690396e+01,1.300000000000000000e+02
8.782365557651951349e+02,6.854962732388442248e+01,1.300000000000000000e+02
8.782446622095819748e+02,6.854899459161110542e+01,1.300000000000000000e+02
7.431648009255338820e+02,6.854579369147242573e+01,1.099999999999999858e+02
6.756502406762306236e+02,6.854113947802508733e+01,9.999999999999998579e+01
8.784803228901131433e+02,6.853060567350530619e+01,1.300000000000000000e+02
7.433837457899041965e+02,6.852560526310291777e+01,1.099999999999999858e+02
7.434177326925380385e+02,6.852247247117237805e+01,1.099999999999999858e+02
6.758641244555528829e+02,6.851944896743256663e+01,9.999999999999998579e+01
8.787755881395454480e+02,6.850757965110432224e+01,1.300000000000000000e+02
8.112320676298023727e+02,6.850296860653753583e+01,1.199999999999999858e+02
7.436414176039628501e+02,6.850186113508689800e+01,1.099999999999999858e+02
6.760918915076963458e+02,6.849636560686894882e+01,9.999999999999998579e+01
8.789330316775165102e+02,6.849530786778367997e+01,1.300000000000000000e+02
8.113238362528711605e+02,6.849522025400030145e+01,1.199999999999999858e+02
8.113420251048850105e+02,6.849368471240833856e+01,1.199999999999999858e+02
6.761493593927106076e+02,6.849054390311680152e+01,9.999999999999998579e+01
6.761518669023837447e+02,6.849028990588665522e+01,9.999999999999998579e+01
7.437818238933283510e+02,6.848892979981135909e+01,1.099999999999999858e+02
6.086398773520660370e+02,6.847867712418498343e+01,8.999999999999998579e+01
6.086730676338989952e+02,6.847494305623592936e+01,8.999999999999998579e+01
8.116265754105548922e+02,6.846967133050114285e+01,1.199999999999999858e+02
6.763635205520106410e+02,6.846885731914578344e+01,9.999999999999998579e+01
7.440255693512355037e+02,6.846649257958225121e+01,1.099999999999999858e+02
7.440635986007981728e+02,6.846299324251228313e+01,1.099999999999999858e+02
8.793483649100392086e+02,6.846295620970984430e+01,1.300000000000000000e+02
7.440810237589919325e+02,6.846138995140611883e+01,1.099999999999999858e+02
6.088058702720846895e+02,6.846000618796391279e+01,8.999999999999998579e+01
8.117546205143961515e+02,6.845887101479745240e+01,1.199999999999999858e+02
6.088728933888138499e+02,6.845247029166135633e+01,8.999999999999998579e+01
9.471534829312121246e+02,6.845117872314222041e+01,1.400000000000000000e+02
7.442171472249926865e+02,6.844886779745928607e+01,1.099999999999999858e+02
8.119616252266602032e+02,6.844141783911024390e+01,1.199999999999999858e+02
8.796380534596894449e+02,6.844040951063155376e+01,1.300000000000000000e+02
6.090113965452438833e+02,6.843690263027669118e+01,8.999999999999998579e+01
8.796838691222739044e+02,6.843684499976653512e+01,1.300000000000000000e+02
6.767188226179190451e+02,6.843290867157934088e+01,9.999999999999998579e+01
8.797839052767716339e+02,6.842906336298200642e+01,1.300000000000000000e+02
9.475173706976302128e+02,6.842489050162295428e+01,1.400000000000000000e+02
7.444940774128457406e+02,6.842340680536739228e+01,1.099999999999999858e+02
8.121802290432244718e+02,6.842299636735350532e+01,1.199999999999999858e+02
7.445180480599480006e+02,6.842120383212538570e+01,1.099999999999999858e+02
6.768908706483003925e+02,6.841551480846084132e+01,9.999999999999998579e+01
6.092444364026531503e+02,6.841072508136927866e+01,8.999999999999998579e+01
6.769470635253202317e+02,6.840983568697996020e+01,9.999999999999998579e+01
6.769470635253202317e+02,6.840983568697996020e+01,9.999999999999998579e+01
6.770177673829044807e+02,6.840269135560077984e+01,9.999999999999998579e+01
8.125906656596921493e+02,6.838843615850001356e+01,1.199999999999999858e+02
6.771860273166282695e+02,6.838569538721138485e+01,9.999999999999998579e+01
8.126396467307199600e+02,6.838431411146179073e+01,1.199999999999999858e+02
8.804856277501950217e+02,6.837452730914566246e+01,1.300000000000000000e+02
6.773035783861290611e+02,6.837382654155952366e+01,9.999999999999998579e+01
8.127685072803521962e+02,6.837347210635984140e+01,1.199999999999999858e+02
8.128227040662404761e+02,6.836891315099400401e+01,1.199999999999999858e+02
7.451117731707050780e+02,6.836668397579498446e+01,1.099999999999999858e+02
6.773766304418812751e+02,6.836645272858157796e+01,9.999999999999998579e+01
8.128627460409952619e+02,6.836554526839913137e+01,1.199999999999999858e+02
8.130773554623990549e+02,6.834750038003096506e+01,1.199999999999999858e+02
9.487033492642420924e+02,6.833935222074661908e+01,1.400000000000000000e+02
6.776616594532393947e+02,6.833769734282311958e+01,9.999999999999998579e+01
6.099368200716154433e+02,6.833306708914862782e+01,8.999999999999998579e+01
9.488153045024359926e+02,6.833128853499071909e+01,1.400000000000000000e+02
7.455097201686163544e+02,6.833019039843536291e+01,1.099999999999999858e+02
8.811234901485671571e+02,6.832502966158024549e+01,1.300000000000000000e+02
6.778023412514879738e+02,6.832351345828149647e+01,9.999999999999998579e+01
7.456960403842458618e+02,6.831311736180977334e+01,1.099999999999999858e+02
6.101745120654147740e+02,6.830644810943434209e+01,8.999999999999998579e+01
8.136223104774038575e+02,6.830172199783137899e+01,1.199999999999999858e+02
6.780402511645045251e+02,6.829954018956193806e+01,9.999999999999998579e+01
7.458455322113620696e+02,6.829942517986407324e+01,1.099999999999999858e+02
6.780537831316432857e+02,6.829817713082466923e+01,9.999999999999998579e+01
8.814886367460729844e+02,6.829672679859893947e+01,1.300000000000000000e+02
7.459056020040023895e+02,6.829392484269408214e+01,1.099999999999999858e+02
6.782245944679900731e+02,6.828097618736003938e+01,9.999999999999998579e+01
6.782245944679900731e+02,6.828097618736003938e+01,9.999999999999998579e+01
6.782413697367065879e+02,6.827928736126526132e+01,9.999999999999998579e+01
8.139310439774186534e+02,6.827581436125029768e+01,1.199999999999999858e+02
8.139333771408520306e+02,6.827561864666489555e+01,1.199999999999999858e+02
7.463205644691390717e+02,6.825595266725666477e+01,1.099999999999999858e+02
8.142051198102760736e+02,6.825283151549093930e+01,1.199999999999999858e+02
8.820978352725330751e+02,6.824955939418636319e+01,1.300000000000000000e+02
7.464128590415663211e+02,6.824751276179316051e+01,1.099999999999999858e+02
8.142894646371257750e+02,6.824576182650909573e+01,1.199999999999999858e+02
8.821541431852419919e+02,6.824520302374648395e+01,1.300000000000000000e+02
8.143745866147550032e+02,6.823862848233682143e+01,1.199999999999999858e+02
7.465877203663997079e+02,6.823152823623433960e+01,1.099999999999999858e+02
6.787941444430929323e+02,6.822368425488555488e+01,9.999999999999998579e+01
8.147089541783394679e+02,6.821062242713027501e+01,1.199999999999999858e+02
6.789679390966117580e+02,6.820622111578263969e+01,9.999999999999998579e+01
7.469908681422223253e+02,6.819470397234763936e+01,1.099999999999999858e+02
6.790855556955832526e+02,6.819440790065966951e+01,9.999999999999998579e+01
8.149232452868277505e+02,6.819268585460626753e+01,1.199999999999999858e+02
6.791474340732022483e+02,6.818819458214903761e+01,9.999999999999998579e+01
8.829112066244611015e+02,6.818668530676234241e+01,1.300000000000000000e+02
6.791680139248450132e+02,6.818612837334721632e+01,9.999999999999998579e+01
7.470989614987248615e+02,6.818483728155037227e+01,1.099999999999999858e+02
8.150223256178918518e+02,6.818439583152560601e+01,1.199999999999999858e+02
8.151347099008640953e+02,6.817499510997326695e+01,1.199999999999999858e+02
6.113652355315696241e+02,6.817341128312074261e+01,8.999999999999998579e+01
6.793711958937524287e+02,6.816573570451048170e+01,9.999999999999998579e+01
8.832079403087534502e+02,6.816377644756019549e+01,1.300000000000000000e+02
8.153614394381544344e+02,6.815603752337621302e+01,1.199999999999999858e+02
8.154029783655961410e+02,6.815256546260071957e+01,1.199999999999999858e+02
8.833745377405924728e+02,6.815092129992412140e+01,1.300000000000000000e+02
6.795322872723314731e+02,6.814957618929366845e+01,9.999999999999998579e+01
6.795556553933037094e+02,6.814723270568352120e+01,9.999999999999998579e+01
