t_s,uy_mass_m
8.939999999999999108e-05,-1.621840585965935615e-12
8.959999999999999595e-05,-1.618868920708674762e-12
8.980000000000000081e-05,-1.615897255451403812e-12
8.999999999999999212e-05,-1.612925590194140737e-12
9.019999999999999698e-05,-1.609953924936875037e-12
9.040000000000000184e-05,-1.606982259679606308e-12
9.059999999999999315e-05,-1.604010594422340205e-12
9.079999999999999801e-05,-1.601038929165074303e-12
9.099999999999998932e-05,-1.598067263907804766e-12
9.119999999999999418e-05,-1.595095598650540076e-12
9.139999999999999904e-05,-1.592123933393273973e-12
9.159999999999999035e-05,-1.589152268136001407e-12
9.179999999999999521e-05,-1.586180602878736919e-12
9.200000000000000007e-05,-1.583208937621467584e-12
9.219999999999999138e-05,-1.580237272364207135e-12
9.239999999999999624e-05,-1.577265607106937800e-12
9.260000000000000110e-05,-1.574293941849671697e-12
9.279999999999999241e-05,-1.571322276592402968e-12
9.299999999999999727e-05,-1.568350611335134037e-12
9.320000000000000214e-05,-1.572589059259654176e-12
9.339999999999999344e-05,-1.577082677650637174e-12
9.359999999999999831e-05,-1.581576296041631683e-12
9.379999999999998961e-05,-1.586069914432621548e-12
9.399999999999999448e-05,-1.590563532823612826e-12
9.419999999999999934e-05,-1.595057151214605921e-12
9.439999999999999065e-05,-1.599550769605594776e-12
9.459999999999999551e-05,-1.604044387996586054e-12
9.480000000000000037e-05,-1.608538006387571677e-12
9.499999999999999168e-05,-1.613031624778564571e-12
9.519999999999999654e-05,-1.617525243169556657e-12
9.540000000000000140e-05,-1.622018861560541675e-12
9.559999999999999271e-05,-1.626512479951532347e-12
9.579999999999999757e-05,-1.631006098342529077e-12
9.600000000000000243e-05,-1.635499716733505613e-12
9.619999999999999374e-05,-1.639993335124498709e-12
9.639999999999999860e-05,-1.644486953515495237e-12
9.659999999999998991e-05,-1.648957127481443115e-12
9.679999999999999477e-05,-1.644241795215647011e-12
9.699999999999999963e-05,-1.639526462949849494e-12
9.719999999999999094e-05,-1.634811130684049553e-12
9.739999999999999580e-05,-1.630095798418252035e-12
9.760000000000000067e-05,-1.625380466152451691e-12
9.779999999999999197e-05,-1.620665133886654577e-12
9.799999999999999684e-05,-1.615949801620852011e-12
9.820000000000000170e-05,-1.611234469355056109e-12
