t_s,uy_mass_m
6.279999999999999504e-05,-2.292495035377179969e-08
6.289999999999999747e-05,-2.533786596541364161e-08
6.299999999999999990e-05,-2.791363075389049009e-08
6.310000000000000233e-05,-3.040375321969695003e-08
6.319999999999999121e-05,-3.256888193633124728e-08
6.329999999999999364e-05,-3.420179847885349930e-08
6.339999999999999607e-05,-3.514723724907719468e-08
6.349999999999999850e-05,-3.527991475412198398e-08
6.360000000000000093e-05,-3.468714336275898637e-08
6.370000000000000336e-05,-3.334657355706864841e-08
6.379999999999999224e-05,-3.141643304587391204e-08
6.389999999999999467e-05,-2.906823733786280006e-08
6.399999999999999710e-05,-2.654213852811722214e-08
6.409999999999999953e-05,-2.408191771405381060e-08
6.420000000000000197e-05,-2.192403390459645493e-08
6.429999999999999084e-05,-2.027491434939842419e-08
6.439999999999999327e-05,-1.929121964124150912e-08
6.449999999999999570e-05,-1.909731455148231334e-08
6.459999999999999814e-05,-1.961806991325495206e-08
6.470000000000000057e-05,-2.087850837892343469e-08
6.480000000000000300e-05,-2.273703147234678848e-08
6.489999999999999188e-05,-2.501485330016760057e-08
6.499999999999999431e-05,-2.748855359084064776e-08
6.509999999999999674e-05,-2.991652982899076288e-08
6.519999999999999917e-05,-3.206509087356790720e-08
6.530000000000000160e-05,-3.372899230571289279e-08
6.539999999999999048e-05,-3.475035844066486587e-08
6.549999999999999291e-05,-3.501659623224507074e-08
6.559999999999999534e-05,-3.453805862428109622e-08
6.569999999999999777e-05,-3.336439439111781416e-08
6.580000000000000020e-05,-3.158239398448446509e-08
6.590000000000000263e-05,-2.937415762289008218e-08
6.599999999999999151e-05,-2.695517816056695294e-08
6.609999999999999394e-05,-2.456187169764944616e-08
6.619999999999999637e-05,-2.242370247068114463e-08
6.629999999999999880e-05,-2.074485002547070421e-08
6.640000000000000123e-05,-1.968480103815469838e-08
6.650000000000000366e-05,-1.937903720670528781e-08
6.659999999999999254e-05,-1.975165347373954094e-08
6.669999999999999497e-05,-2.086832899466115561e-08
6.679999999999999740e-05,-2.258553023870365547e-08
6.689999999999999983e-05,-2.472597208598008790e-08
6.700000000000000226e-05,-2.709054923315390792e-08
6.709999999999999114e-05,-2.944920601491306127e-08
6.719999999999999357e-05,-3.157492091254236040e-08
6.729999999999999600e-05,-3.326394097549827862e-08
6.739999999999999843e-05,-3.435530712637813713e-08
6.750000000000000086e-05,-3.473095420150082698e-08
6.760000000000000329e-05,-3.437860505083982688e-08
6.769999999999999217e-05,-3.335632112408280683e-08
6.779999999999999460e-05,-3.173171887662054128e-08
6.789999999999999703e-05,-2.965324474994194053e-08
6.799999999999999946e-05,-2.734068857795523610e-08
6.810000000000000189e-05,-2.501551017128891812e-08
6.819999999999999077e-05,-2.290159204294882992e-08
6.829999999999999320e-05,-2.120165079183062999e-08
6.839999999999999563e-05,-2.007780130384549389e-08
6.849999999999999806e-05,-1.963610104397002329e-08
6.860000000000000050e-05,-1.994926018403230966e-08
6.870000000000000293e-05,-2.089047209006087939e-08
6.879999999999999180e-05,-2.245322666291213673e-08
6.889999999999999424e-05,-2.446144013694525060e-08
6.899999999999999667e-05,-2.671878855800248984e-08
6.909999999999999910e-05,-2.900682772679629354e-08
6.920000000000000153e-05,-3.110562994570215920e-08
6.929999999999999041e-05,-3.281417481505873837e-08
6.939999999999999284e-05,-3.396954480513477950e-08
6.949999999999999527e-05,-3.445614668594752463e-08
6.959999999999999770e-05,-3.420765805481050394e-08
6.970000000000000013e-05,-3.333017339936535430e-08
6.980000000000000256e-05,-3.184122367171993948e-08
6.989999999999999144e-05,-2.990047207357192652e-08
